Title,Source,PublishedAt,Description,URL,RegionSource,TaxonomyCode,RiskCategory,AffectedSupplier,ImpactedLocation,EstimatedSeverity
Spirit AeroSystems Outlines Latest Boeing 737 Disruption,Aviation Week,2023-05-10 07:00:00,Spirit AeroSystems Outlines Latest Boeing 737 Disruption  Aviation Week,https://news.google.com/rss/articles/CBMiugFBVV95cUxNcjhsTFJEcWNlYzVFYnhYZFNHZ1E0cEpGWWhKMk5UOGZsZUs0ZnpHNVRaVDBEdGdCc0ZYMEtpVmRBMnRJa0VncHpIZ1BQc2p3c0xrMmUwOGZSN1hwdHVMM0VuajJNUXh0X3BKaEl6VHJxOFVpUUpHdGlSbTRKNmJuaHdQV3hjQWhwRVhPNWNzSVd0X1NhQU1tRDFsbXRVWGNXWWdfR2VEMzBDTlJaNy0tREF1ZjNYazlkdWc?oc=5,United States (EN),CS,"Cyber & IT Security (Ransomware attacks, IT/system outages, data breaches at key suppliers)",Spirit AeroSystems,"Wichita, KS, US",5.0
"Spirit AeroSystems and union reach tentative deal, creating path to end US strike",Reuters,2023-06-27 07:00:00,"Spirit AeroSystems and union reach tentative deal, creating path to end US strike  Reuters",https://news.google.com/rss/articles/CBMiuwFBVV95cUxNb3VTUU9ReE8tSWptU2FISjNwRlFGU2FRMzJrN1R5b05BZjJjemtRZFN2QWNEaEZvczVESHI0ckxYNmF3V2xiczRsSFVqc1RNSDE5Z0lqVXFFSVJaZ1dQcUkxVlN4RDFadmU0Wmc0RWxqeEpPYW16V1VhYmdWYnRXcWhKck5MWndLRFA2aTFwR29Hb2hhTVh2WXdsNnpBem9GVVB5WXlHekx6R045WjMtVGNveEZwUnZEQTZF?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",Spirit AeroSystems,"Wichita, KS, US",5.0
"Hit by Boeing strike, supplier Spirit Aero to furlough 700 employees",Al Jazeera,2024-10-18 07:00:00,"Hit by Boeing strike, supplier Spirit Aero to furlough 700 employees  Al Jazeera",https://news.google.com/rss/articles/CBMisgFBVV95cUxQb1VEdXZnZW9BY3BEVGQ1azFxSENXN0lRY01QS2JoeXR0OG8tcDJZX0hPSVJ6aTVQSDZxazh6Q2ZlLUJQLVF0SlRmekhEUTBySTRPV2w2bmNoU1ZoVGQ1UmpoN2t1TENxX0pCYXBGaUxKM1FKZW5KdXoxZnFRcXBaTzJOekhBSEJiXzZhS2FxM3g5WjFpX0R6c1RVMmI5QTRJTVlGQlY3ZGNFVUE5SE9wampR0gG3AUFVX3lxTE40RU9PeUk5N2lsZnMwemFxbFlRakpCTmx5ZXRQMTVubjhCWDlKVS1yeHNoZ2ZwVUU2NHVOM2E3ekJoRl9CUnhtajIxbklHMFcxc1pjcmJucEhVX2VSMnVSbktLdzJZTjZfNktkSGp5Rk5QcTRka3Y2ZFpBanNMdGVKcWtHRjJuOHRKei11dExMRGpMZkU5SUxqSzNaV1V2MlFET1ZwdFY0ZDN3YkFqR2JxcXVIZG5HNA?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",Spirit AeroSystems,"Wichita, KS, US",5.0
Spirit Aero to furlough 700 workers for 21 days due to Boeing strike,Reuters,2024-10-18 07:00:00,Spirit Aero to furlough 700 workers for 21 days due to Boeing strike  Reuters,https://news.google.com/rss/articles/CBMivgFBVV95cUxQTWpRZGhSTGRwc0tCOUNBVFlPdFFMV3VLVi1jdU5Nd040QnJVSHNJSkZJNzNEUzRBcWZLeUtPX1dPRVFMNVB6ZW9xUklFX1BGOUVvMGZaZXlNQ19ZMnppX0dUQ0szdHY3YnVCblJDWUtiUFFwR3kzczZqcE1kU1J0cWs4R1ZMQjMzZGR0bmxYUV9ENUo2cS05MGVjMlY0R3BOQ0MyVVZpWjlZcVN0aWNHa1B2dUN0czA0NHM0ZFR3?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",Spirit AeroSystems,"Wichita, KS, US",5.0
Spirit AeroSystems Engineering Union Accepts New Contract Offering 23% Wage Increase,Simple Flying,2024-11-26 08:00:00,Spirit AeroSystems Engineering Union Accepts New Contract Offering 23% Wage Increase  Simple Flying,https://news.google.com/rss/articles/CBMiswFBVV95cUxOSk5Xd091Z3RsUWR4M0F5dFNieThDNkRQYnNtZ2FhVFQ4bGdhWHljRHV1aDhVZHBGVTV5UTlYbU5lbXBWU05Ia2R4MFpRQ1VWeG50cWJqNHBDdGhRdkFsN2xqWnFhcS1oTDd5SlFXS3BQUFlGRXhveVczeGZfNFRVRF9OYTBZazNzS1M2WVVRN0RzbkdrNGpsYnJBeEhSTEgwSGFvYWZwbUVJbFJRLU8zeTJxYw?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",Spirit AeroSystems,"Wichita, KS, US",2.5
"6,000 workers strike Spirit AeroSystems in Wichita, Kansas",World Socialist Web Site,2023-06-25 07:00:00,"6,000 workers strike Spirit AeroSystems in Wichita, Kansas  World Socialist Web Site",https://news.google.com/rss/articles/CBMiaEFVX3lxTE8xb043d1lYZkRlUWJWLU5YWHZEZkVUOUhSemNkMDEyeURnUkd3SERuOUV2VGtMYlRqaG1OMm5oYTFXZnFmVFJrOHRDRDVSZ0RfdjVqWk9GZFg1blNRdXRuX2JIaXFtenJW?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",Spirit AeroSystems,"Wichita, KS, US",5.0
Spirit AeroSystems plunges 27% after bleak cash-flow outlook shocks investors,Reuters,2023-08-02 07:00:00,Spirit AeroSystems plunges 27% after bleak cash-flow outlook shocks investors  Reuters,https://news.google.com/rss/articles/CBMiwgFBVV95cUxNd1BBbmk3dFVMMFM1WlgyTkJhd3I0SE1MSkd4QzdCaURZRnRSYkJKdWkyUnNKNXlyWVQtZm1uWURKNHlhWDFORlZTbjRzdWkwbWZ0T1p0dEtiY3I4eUhvbXRhbTNtVEpweWZKQVFOU1ZpYUFWTW9KdEpLb1ltWmU1Rjktd2Q3VVU5OEd1bGdPczI1SWlvaUpDUmU4VmFMN1JwRHZTWUx6LURxZWFQX2FkUEtCT0lGUlNUcVBKZDA4XzFBQQ?oc=5,United States (EN),CS,"Cyber & IT Security (Ransomware attacks, IT/system outages, data breaches at key suppliers)",Spirit AeroSystems,"Wichita, KS, US",2.5
"Machinists union turns down Spirit AeroSystems contract offer, approves strike",KWCH,2023-06-20 07:00:00,"Machinists union turns down Spirit AeroSystems contract offer, approves strike  KWCH",https://news.google.com/rss/articles/CBMirwFBVV95cUxNdXhpYmdHRUJkTmllTWJ0RkFRMGZWTEd5VW9KcURlSG9kQjFjMWh3WkhZMFc2UDNtdWhZbjhjMWNDbjlfNUxIRmFBdFN6S1I0ZXhKOTJXT0hTSTNSeXVRTmFGYVpqSmNITDEyQzN5OWpWWEdQZWJXUWkxWjYyVzZqUDNUdktBMlNzdHhMTjg0T21Bdk5HR1ZEWXljZjlIdlZkQ1U3S2hid2lVZUVTRWdZ?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",Spirit AeroSystems,"Wichita, KS, US",5.0
"Boeing, Airbus supplier Spirit AeroSystems closes Wichita plant as workers go on strike",Skies Mag,2023-06-26 07:00:00,"Boeing, Airbus supplier Spirit AeroSystems closes Wichita plant as workers go on strike  Skies Mag",https://news.google.com/rss/articles/CBMipwFBVV95cUxPMzd4UWpQa1hqalp4OGFETWZISUgtUTZWaGdPWkNNUlV4cDhib2J2elVtWjl5cW52TXFTQ2k4R1ZYd0xYS3Q1dTdHeS1Kc08yeDlXem1Sam1FOTFLcmY4UEVkdzFBN1REUkRndDF5MU1TZXlhZW13b3ROZTBIQUlRbmdWQm03azZrRk5hR1k5ZVhMYk5YUlEzdHRIREJJdjFZZG5LUDZub9IBrAFBVV95cUxNMTJ5ZUVQSG5uZVhRVHJOTnVDOFA3RVpTU3oxSHRhd01UZFVtWV91OU84dnlPSHM4cWVubW53U0FpSHppX1hiTEZ5NkZWcFlpZ2hkcVdJTEI4M2U2cE1Nd2pjSU5SdlJkc2gyZzFURGEwMDF4eVVrWEZOQ04xbG0zcVllcUI2WWF4VGZHakZQTElLU1FBYnNQSUJjVHRSNUpUTDVPY29WUzVVMkxr?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",Spirit AeroSystems,"Wichita, KS, US",5.0
Workers at key Boeing supplier vote to end strike,CNN,2023-06-29 07:00:00,Workers at key Boeing supplier vote to end strike  CNN,https://news.google.com/rss/articles/CBMifkFVX3lxTE5EdkVUZnRuX1BHMnA4dGM2eHU5ZGh4bDVubEV1RXpZRTBpOFY5bFViUHNsU25KOW1DYmhnTDV4R3pxdmNBaFNLZWkzY2FLWlhaU0JZRWpvNndUNWVFSnprMllnZE95Y3d5RHJ3MmZwcThaaU5qbE8tMW9Ba2VaZw?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",Boeing (Direct),"Renton, WA, US",5.0
Spirit AeroSystems chief executive Gentile resigns after production challenges and labour strike,FlightGlobal,2023-10-02 07:00:00,Spirit AeroSystems chief executive Gentile resigns after production challenges and labour strike  FlightGlobal,https://news.google.com/rss/articles/CBMi3gFBVV95cUxNMTEzaTZlc2JxbVV5bWhWZGFTN2RWTXhDZ3pyVVhSVGV0QmNWNHM0NUlZVW1DbmxGYVh5Z2xXdnRTNTBYdmg0aGo1U1lfUmlkOGhxSDBSQ0hHVnNyNDl3SWVxYVpfeTV3WDhvckpQOFFwYlpTSXRXOWtjNHMtLXlkRmZoZHJud0xiVVE4X09yYlk5UDB1TlhZb0RDS0hhd1VNVVFEeDYyN25aNkotbldYQ19HemV5TFFfRTNMUy1aYWUxSXNKSDk5bzdDSDdRaUd3RGxJWkhmMWl0cVdoaVE?oc=5,United States (EN),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",Spirit AeroSystems,"Wichita, KS, US",5.0
"Spirit AeroSystems Reports ""Substantial Doubt"" Over Continuing As A Going Concern",Simple Flying,2024-11-06 08:00:00,"Spirit AeroSystems Reports ""Substantial Doubt"" Over Continuing As A Going Concern  Simple Flying",https://news.google.com/rss/articles/CBMiggFBVV95cUxQbUlDVlpSTEw5ZnBLemVjbzM4aEk0ZnlOd1VYVVFrT0dvbEM0X0xGOEYwTE1tQmk1VEVyT3ZoejBPV0czSjVlYzhVSkx1c1dCaldtN3M5cXVIbEhlbHlXSWNNWWVlOW56V1NnbHAzQjlVVVZybk1weTh4N1ZBcjltaU9R?oc=5,United States (EN),LT,"Logistics & Transportation (Rail delays, port congestion, shipping/air cargo capacity bottlenecks)",Spirit AeroSystems,"Wichita, KS, US",3.0
Boeing's Surprise Recovery Offers Supply Chain Optimism,Supply Chain Digital,2026-04-23 07:00:00,Boeing's Surprise Recovery Offers Supply Chain Optimism  Supply Chain Digital,https://news.google.com/rss/articles/CBMimwFBVV95cUxQR3FvandIV0lpRnlIRjh3VS1rQWNZMl9Zb1VxWGRDY1diYTVtRWhmZW9HSndTeG9SWXl2ZkRhbDcyUzc3QmE5Tlh5N3RPMlgwdUtXcGlPOHZtVjZPUTB4V1hBUE1FSHJBRUFHdGtMTWlVaTNTZGhXQldMUE54ZGZlU0dnbXFBRFJxN0pucW9maWNEOFRMenBaeF9EWQ?oc=5,United Kingdom (EN),CS,"Cyber & IT Security (Ransomware attacks, IT/system outages, data breaches at key suppliers)",Boeing (Direct),"Renton, WA, US",2.5
"Boeing Global Services Invests In AI, USM, Inventory To Boost Supply",Aviation Week,2026-03-31 07:00:00,"Boeing Global Services Invests In AI, USM, Inventory To Boost Supply  Aviation Week",https://news.google.com/rss/articles/CBMipAFBVV95cUxPTjZYX09UajFITjFnNC1wVWNXMkw5azFBNmtmX3VxWkVwSWVqbS1CdVVnY18zbGE4Yk1xSUJ5c3MyMVNMbTFYS2w1Y0oyUGo3em44UVY5cHpCbnJjWVNXdmFCN010aldvcUFnamN4WEZ1dVRISWc0LVFkQWlIWjNvZ1hLTVhNU0VNMTEzWDF5Z0F4ZnNEcmRiZ2NWdFVzT2hTNXFJdA?oc=5,United Kingdom (EN),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",Boeing (Direct),"Renton, WA, US",2.5
"Boeing 737 MAX Wiring Issue Forces Delivery Pause, Rework",Aviation Week,2026-03-10 07:00:00,"Boeing 737 MAX Wiring Issue Forces Delivery Pause, Rework  Aviation Week",https://news.google.com/rss/articles/CBMiugFBVV95cUxOQkVNNjg3dnpLSnZfS2F1aEVYZkVWWDd1T3VCTC1rU2lNeVBLeEVvbmxTQXk2QUZEdUd6bzNEcHlXLVdZX0xhSm5wdEhzVjZpbkp2UnIwUk5oOUR0MW1xMS1IdlpNNnFjcFJCSzVMMGlMaEhCS0RtQUExTjNXNjhLZ1lCVS15dGdkb2IxXzlfU0lESnB5cTAyYzlna21rSllEdTZaNWRSWFYxSmxhcS0zX3d0cEUxR3hWTUE?oc=5,United Kingdom (EN),LT,"Logistics & Transportation (Rail delays, port congestion, shipping/air cargo capacity bottlenecks)",Boeing (Direct),"Renton, WA, US",2.5
Boeing narrows Q1 loss on stronger deliveries as backlog hits record $695B,AeroTime,2026-04-22 07:00:00,Boeing narrows Q1 loss on stronger deliveries as backlog hits record $695B  AeroTime,https://news.google.com/rss/articles/CBMigwFBVV95cUxON1FZRFppV2V5enJmQWR3RVhrMlQ3OVpDbmQzT3pQUnhRS3JGME13UjJ6RGdtOExXQ2x4ZWRoTDdaazhKY1N3a3FQRHAyVGt2bDh2SVVDZGxSQ2VlakU2V2dtdUhZbWhtV1A4amRwbVBVMDQza2RYOFlhUGFqblQ3RUc1a9IBiAFBVV95cUxPWGZONlo1LXhBVm9BbUJ3b2YxRkFfUjV1VE55cTgxb0tyZUc4UVNsb0ZBWGROWE9zcGJtR3g3MFMzOXJkVjNCUzR6ZDRVWGEzWmRVc25Jbm9UVlR6SENfeFhoVW5kYjEyWkd6UDRnOEg3czhOb05QMUJ4TlQ4OGRTazJDeTRENEcz?oc=5,United Kingdom (EN),CS,"Cyber & IT Security (Ransomware attacks, IT/system outages, data breaches at key suppliers)",Boeing (Direct),"Renton, WA, US",2.5
"Middle East conflict impact on Airbus, Boeing",Leeham News and Analysis,2026-03-10 07:00:00,"Middle East conflict impact on Airbus, Boeing  Leeham News and Analysis",https://news.google.com/rss/articles/CBMihgFBVV95cUxONWxTS09uMkEtMEhwRmpjT1NqNktLbzZRZjk0akRhd3I0aGpvLW9HQ1JUSjZ5V2w2QkotWWN2OVBQMlVyZDFSTWJnMGZEc3NSWVA5YXlDcWlQR0VjSmVSZ244Rko3SnZJdVE5LWNneGtrMjJqSWYzaWVBeTdvaGFaZGdKYjBPUQ?oc=5,United Kingdom (EN),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",Boeing (Direct),"Renton, WA, US",2.5
How Airbus and Boeing shared spoils through 2025’s commercial highs and lows,FlightGlobal,2026-01-26 08:00:00,How Airbus and Boeing shared spoils through 2025’s commercial highs and lows  FlightGlobal,https://news.google.com/rss/articles/CBMizgFBVV95cUxOX04yZTRvY3dwRkI4X1JmX0xEMDNlWk13U1BCci1md0xCbzlYdjJ1UTF2d05aUXZpVmxjYW51a2s3RHVtSnFVN2RYUGlXVWp6V1A5RUk2WHV3cG9sRDVjdDhBLUhKbWc3bV8zNVZtNGRNd0QwYm1VbWJnNE56V0lOZlhlaUNhZXhwbDl5RVZ4NVRRUjl5RnF0TEhvSlJYTXBzYkp1UnZRc2VMY21HdWtoWlhfNTNNcUFTb3M5TVFfVTNZNXUxN25rQ0ItZWhFUQ?oc=5,United Kingdom (EN),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",Boeing (Direct),"Renton, WA, US",2.5
Boeing Says Wiring Issue Will Delay Some 737 Max Deliveries,The New York Times,2026-03-10 07:00:00,Boeing Says Wiring Issue Will Delay Some 737 Max Deliveries  The New York Times,https://news.google.com/rss/articles/CBMieEFVX3lxTE41WGRTTVZ1OUhqUVkyT2RCWHphSUFBVVozZXJwd0NCZXRHQmlyalJmcU1lSHVPVGFIcHdCRXVnTFBhdlNhMmlZSTBJS0d4d01pSEljX0ZrdjQxbkNtYlZOdXdLXzI2NEdnVTFIbk9QRzNkdzB1Z1lQeg?oc=5,United Kingdom (EN),LT,"Logistics & Transportation (Rail delays, port congestion, shipping/air cargo capacity bottlenecks)",Boeing (Direct),"Renton, WA, US",5.0
Comac: The Chinese planemaker taking on Boeing and Airbus,BBC,2026-02-03 08:00:00,Comac: The Chinese planemaker taking on Boeing and Airbus  BBC,https://news.google.com/rss/articles/CBMiWkFVX3lxTE1NYzlqM05yNUo3R1FDQ0hfSTMzekdwb2ZuN0Vnd2p0MzhyMGVHUlpQUWdaN21qYmZOYUtpck45dnZERWl5TF9LYXVzb0lsNlA2SURkYXBvSENKZw?oc=5,United Kingdom (EN),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",Boeing (Direct),"Renton, WA, US",2.5
"Air India Orders More Airbus, Boeing Narrowbodies",Aviation Week,2026-01-29 08:00:00,"Air India Orders More Airbus, Boeing Narrowbodies  Aviation Week",https://news.google.com/rss/articles/CBMipwFBVV95cUxOS2RXN3h4akNtZlR4ZFNvU3RXTE9aR3hoQkt4YU00d0xoRXJCa1BCeHA0bzZRLWFIXzRkVkxOR3RkY3VvOENwRTBlZDdScjg2OWZNX1Bab1RlT1UyQmtlZENxOTI5bmVOc3oxUnNXeEVoVU1kRHc4LURlY0RWRU0zUlVIOVphamNzMkdhT204YWVqWE04a3M3b3JpRUF6X3IyOWY0c1ZKdw?oc=5,United Kingdom (EN),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",Boeing (Direct),"Renton, WA, US",2.5
"Exclusive: Boeing hiring more than 100 factory workers a week to boost output, replace retirees",Reuters,2026-04-16 07:00:00,"Exclusive: Boeing hiring more than 100 factory workers a week to boost output, replace retirees  Reuters",https://news.google.com/rss/articles/CBMiuwFBVV95cUxOWXo4dnY2NUl2eGhPREJxUG1JMWNjRjZ1MjNEelVUQWYtOFhZMXR3NGxNeXYyZEgxTWJsbE9QcjBUdGFJOVlobVR1Qm9YSFc2RnNZUVpqRWl1VzJZQzdaY0dXMXJPYUJaZ040RGdUbXN5THBOcjY5WmpnVHRHNTN3NWFlTDdQYU5RUEdzOFhFU1BEd3BicjRZSEFKZEZvWnl2bk42NXhWSll0WHhCMF84VnV1LW03NWlOQ0ln?oc=5,United Kingdom (EN),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",Boeing (Direct),"Renton, WA, US",2.5
Boeing to Delay 737 Max Deliveries Over Wiring Issue,Supply Chain Brain,2026-03-12 07:00:00,Boeing to Delay 737 Max Deliveries Over Wiring Issue  Supply Chain Brain,https://news.google.com/rss/articles/CBMiogFBVV95cUxPRHg0bXRseVJQaE5SazJ6RGdpbnBURnAxeVBjTnFYdkhta1pRVlBwblo3d3Q4WmtHY3V3bnJ1R0pqTktrMjY5X0N6LVlZNkpiMVJ1NGxLNExzeXhSNGcwaHJUZFVVVDFSRUFSakFRT0lqRXF0WDVyamQ0Z3NaanVMejBuckxwdk1vOGtaYU1oVE9TMlRxVjBkS05wWmg1RHJDdFE?oc=5,United Kingdom (EN),LT,"Logistics & Transportation (Rail delays, port congestion, shipping/air cargo capacity bottlenecks)",Boeing (Direct),"Renton, WA, US",5.0
"Boeing knew of engine defect on UPS plane that crashed in Kentucky, report says",The Guardian,2026-01-15 08:00:00,"Boeing knew of engine defect on UPS plane that crashed in Kentucky, report says  The Guardian",https://news.google.com/rss/articles/CBMilgFBVV95cUxQR3FnYVFSOF9hZFl3b0F1czdFZllOUUthVTZLMjdMcEJFcGZaVEhINl9CSGVzVUFpWmRJMFRfUUs4d2ZmcU9LcXJNd2dzZnQ5RlBvdjdWalV0QkZXWDRrVEVuZU1NYzFtcFZlWm1yYURlUmRud1dTbm1BQ01xUlBpWnRfWVV3c1l4bGJCMlJxSlo0UFFoRXc?oc=5,United Kingdom (EN),QS,"Quality & Safety (Supplier defects, quality escapes, airworthiness directives, recalls, inspections)",Boeing (Direct),"Renton, WA, US",5.0
Boeing Assesses Supply Chain Risks from Middle East Conflict,Global Trade Magazine,2026-03-17 07:00:00,Boeing Assesses Supply Chain Risks from Middle East Conflict  Global Trade Magazine,https://news.google.com/rss/articles/CBMilwFBVV95cUxPa1NQdl81VnlLMldxV2l0SUctME03V1JtRTEwdUYybHo1TkhTcXZFVWpxS1pkUFlVRW1pbkhrQ0xLTzcteHZNVlAtSHFUTkdXN01EV01rZkhQR0ZCWi1SbVJFdFotd0NfNEY0X2QwcWVSRGpodEx0U1ZuYUVVTExKVGl6NEJhYjBZbXJtWE9YRm5OeG10anZZ?oc=5,United Kingdom (EN),GT,"Geopolitical & Trade (Export restrictions, sanctions, tariffs, trade war/conflicts)",Boeing (Direct),"Renton, WA, US",2.5
Boeing Reports Wiring Defect on 737 MAX,AirlineGeeks.com,2026-03-11 07:00:00,Boeing Reports Wiring Defect on 737 MAX  AirlineGeeks.com,https://news.google.com/rss/articles/CBMiggFBVV95cUxOdDNaVF9tN1U2V2pkSmpvMDFqLUQ1T3hjel9qcG9tYWxDdFZTNWdsWFNHUkU0ZVE1NXpoQU16OUNPQUdZc0RBYWo0MHhKS3I2cXhUUENjT3JLS2kzYVJaeWY0ZjJyQmRwTUppX0Jxa0RwNkRfSEw3NU02U1ZrLXo5QkV3?oc=5,United Kingdom (EN),QS,"Quality & Safety (Supplier defects, quality escapes, airworthiness directives, recalls, inspections)",Boeing (Direct),"Renton, WA, US",5.0
Boeing deliveries up 69% while Airbus struggles with supply chain issues,laranews.net,2025-12-18 08:00:00,Boeing deliveries up 69% while Airbus struggles with supply chain issues  laranews.net,https://news.google.com/rss/articles/CBMingFBVV95cUxNcl9hb2ltTDZTUG4wTVk5by1ndk9lY1RvTVd6RU9yYUlZSkdjQTRua0U4LWxiandPMjdQTkREaU1HRTVJSGhrQTVLQmNKMERDdjNLNWZ1UDEwVGZVRE1DTUMxY1p0ZUZoRU5fcTZod0xBNXNvaUZvVTJ0bm4zdFM0LXNKYTV1MUt3VmVsbVpSQk9BYlU3bUdoVnF4VW42QQ?oc=5,United Kingdom (EN),CS,"Cyber & IT Security (Ransomware attacks, IT/system outages, data breaches at key suppliers)",Boeing (Direct),"Renton, WA, US",5.0
Boeing Wiring Issue Could Delay Some 737 MAX Deliveries,AVweb,2026-03-11 07:00:00,Boeing Wiring Issue Could Delay Some 737 MAX Deliveries  AVweb,https://news.google.com/rss/articles/CBMie0FVX3lxTE9VT2hYUnJhQWEzNURJTlRXUW01Q3BfdHV5Wlo0cUE0RHQxT0gwS2pLSmNyRUV6eXBnREx2Yjl0aXRkMlBocXRha3lWOEM4cGhaX2JFT1FlWlRHVExpNVdocU4tdWlrdnRuV1hBSVBCMTRubGJpTFdwM21Eaw?oc=5,United Kingdom (EN),LT,"Logistics & Transportation (Rail delays, port congestion, shipping/air cargo capacity bottlenecks)",Boeing (Direct),"Renton, WA, US",5.0
"Boeing touts supply chain improvements, progress in its “war on defects”",Sherwood News,2026-02-12 08:00:00,"Boeing touts supply chain improvements, progress in its “war on defects”  Sherwood News",https://news.google.com/rss/articles/CBMiqwFBVV95cUxNS3lEcTh4cGU0RGRnVnJya0FFTFY5WlRZNTd5bDZkNU5sUEE5OFRzcHBtSndzUzdGSVFPZVNVT211SmpEX0E1dDB3ZW1KQXl5NWNyNTMyM0hoVDR5OGk0N1d5TkdkMmV0RU9EUHo5VzZzeEkyVWJNR2dmRkUyWmlBTXJRbkwyV2tQVlNvSVI0NEpoNWRmUHhfekdhaWpoSGRkMUthNWJwak9FNWM?oc=5,United Kingdom (EN),QS,"Quality & Safety (Supplier defects, quality escapes, airworthiness directives, recalls, inspections)",Boeing (Direct),"Renton, WA, US",5.0
Boeing posts Q1 revenue jump as backlog hits record,MSN,2026-04-28 07:00:00,Boeing posts Q1 revenue jump as backlog hits record  MSN,https://news.google.com/rss/articles/CBMipAFBVV95cUxPV1o3SVBvMnhUSzVtcHlVLWhLMkJweV9kUkE4dmZQTW1YZjdZSk9NZjBROTMzQXlvQmlNYm1sU2tyVWUxYjZFOGh3OWlEN2NPNFdLTzlSVWlnQ0JYSS1WalVGcnlCWVNfRzNyUXFXS3pZOGU1d1JNOHJfcmlETW1KUEhiN19WTDFZUTJCSE1MSTFjWmZwYndxTUo0Y3FWdVNNTktjUA?oc=5,United Kingdom (EN),CS,"Cyber & IT Security (Ransomware attacks, IT/system outages, data breaches at key suppliers)",Boeing (Direct),"Renton, WA, US",2.5
The Great Reroute: How Boeing Is Moving Parts Around A War Zone,Simple Flying,2026-03-17 07:00:00,The Great Reroute: How Boeing Is Moving Parts Around A War Zone  Simple Flying,https://news.google.com/rss/articles/CBMid0FVX3lxTE1yYm8tYUcxQ3doV2RtSVowZmh1R18yTmxmdGV1aEpmcUtBS3Q5eDhLdW5laFhqQ0JrSEhEWVczc1pDMzFJU2QyZmhWM0R4S011UjRlZDBxU3h5eVo5N1VjS20wOElGbWVob25jT3FvcmktMzQzV21j?oc=5,United Kingdom (EN),GT,"Geopolitical & Trade (Export restrictions, sanctions, tariffs, trade war/conflicts)",Boeing (Direct),"Renton, WA, US",2.5
Boeing 777-8F backlog grows by 5 units,Cargo Facts,2026-01-13 08:00:00,Boeing 777-8F backlog grows by 5 units  Cargo Facts,https://news.google.com/rss/articles/CBMilAFBVV95cUxPV1Q3NXNiUlFvMTlKSXNRTzNBREp1dmZra2cyZUNySlNHU2R5MFhZaWFpS1dUUFFpRjJBSGFfLVA1RThqaXg1QkU0aVJ4bU10SUtMeGJITlJhem12UWdUZjhJYkRwUENBMUFOQm43czUtY2FlbnZWYnd2VDlTZThMQzI3T3JpOEpubkY2SmF1MVdpMUdl?oc=5,United Kingdom (EN),LT,"Logistics & Transportation (Rail delays, port congestion, shipping/air cargo capacity bottlenecks)",Boeing (Direct),"Renton, WA, US",2.5
Boeing Says Wiring Flaws Will Slow Some 737 MAX Deliveries,WSJ,2026-03-11 07:00:00,Boeing Says Wiring Flaws Will Slow Some 737 MAX Deliveries  WSJ,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNYl9BdUdzbm5zajFEQ0UweTE1REZ4Mkl5M2lzdVhzbHVJc1hYNWVySXBDX0NTS3p2bDYzMlYxcEMwY01SUmw0SkxUR2QwV2pfdnBRM2dMTHNpV0NUWXVzQjJRMEYyN2JlZjdOZTNQU3JnbExwRkJGTHZWZTN4dUhuUUNHTVNNeFVpM3FzeWQ2a0ZsTEUyZlBEekpodklNV1IwQnd3UHFJVHQ?oc=5,United Kingdom (EN),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",Boeing (Direct),"Renton, WA, US",2.5
